"Agency","Agency.Type","Distribution.Channel","Product.Name","Claim","Duration","Destination","Net.Sales","Commision..in.value.","Gender","Age"
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",103,"VIET NAM",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","Yes",51,"PHILIPPINES",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",48,"INDONESIA",20,0,"",50
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",42,"INDONESIA",112,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",8,"MALAYSIA",20,0,"",48
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",30,"SINGAPORE",45,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",16,"HONG KONG",28,0,"",59
"EPX","Travel Agency","Online","Cancellation Plan","No",41,"PHILIPPINES",16,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",43,"INDONESIA",10,0,"",40
"EPX","Travel Agency","Online","Cancellation Plan","No",90,"JAPAN",47,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",10,"UNITED KINGDOM",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",108,"THAILAND",27,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",5,"SINGAPORE",10,0,"",40
"EPX","Travel Agency","Online","Cancellation Plan","No",72,"KOREA, REPUBLIC OF",37,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",2,"SINGAPORE",37,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",10,"PHILIPPINES",18,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",100,"MALAYSIA",10,0,"",40
"EPX","Travel Agency","Online","Cancellation Plan","No",37,"VIET NAM",10,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",8,"MALAYSIA",20,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",53,"UNITED KINGDOM",20,0,"",36
"KML","Travel Agency","Online","Value Plan","No",8,"INDONESIA",22,8.36,"M",48
"SSI","Airlines","Online","Ticket Protector","No",77,"SINGAPORE",7.92,2.22,"",48
"JZI","Airlines","Online","Basic Plan","No",45,"MYANMAR",18,6.3,"F",31
"JZI","Airlines","Online","Basic Plan","No",8,"THAILAND",18,6.3,"F",27
"JZI","Airlines","Online","Basic Plan","No",12,"MALAYSIA",18,6.3,"F",40
"JZI","Airlines","Online","Basic Plan","No",100,"THAILAND",33,11.55,"M",58
"CBH","Travel Agency","Offline","Comprehensive Plan","No",75,"THAILAND",29,9.57,"M",70
"C2B","Airlines","Online","Silver Plan","No",26,"SINGAPORE",76.3,19.07,"M",70
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",31,"MALAYSIA",49.5,29.7,"",27
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",22,"THAILAND",29.7,17.82,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",27,"INDIA",54,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",22,"SINGAPORE",48,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",32,"HONG KONG",21,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",6,"AUSTRALIA",52,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",28,"AUSTRALIA",73,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","Yes",24,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",21,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",5,"MALAYSIA",22,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",26,"THAILAND",23,0,"",38
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",9,"THAILAND",28,0,"",44
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",15,"INDIA",37,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",14,"HONG KONG",40,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",7,"PHILIPPINES",23,0,"",29
"EPX","Travel Agency","Online","Cancellation Plan","No",1,"THAILAND",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",42,"THAILAND",11,0,"",31
"EPX","Travel Agency","Online","Cancellation Plan","No",3,"INDONESIA",17,0,"",38
"EPX","Travel Agency","Online","Cancellation Plan","No",7,"CAMBODIA",23,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",40,"SINGAPORE",22,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",65,"KOREA, REPUBLIC OF",25,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",5,"SINGAPORE",10,0,"",31
"EPX","Travel Agency","Online","Cancellation Plan","No",12,"MALAYSIA",10,0,"",45
"EPX","Travel Agency","Online","Cancellation Plan","No",4,"THAILAND",10,0,"",67
"EPX","Travel Agency","Online","Cancellation Plan","No",21,"INDONESIA",43,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",5,"CHINA",24,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",175,"UNITED KINGDOM",60,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",4,"INDONESIA",22,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",2,"INDONESIA",66,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",6,"SINGAPORE",20,0,"",42
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",14,"SINGAPORE",20,0,"",36
"JWT","Airlines","Online","Value Plan","No",23,"INDIA",78,31.2,"M",118
"JWT","Airlines","Online","Value Plan","No",58,"INDIA",31,12.4,"M",118
"JWT","Airlines","Online","Value Plan","No",23,"INDIA",78,31.2,"F",118
"JZI","Airlines","Online","Basic Plan","No",37,"PHILIPPINES",22,7.7,"F",45
"JZI","Airlines","Online","Basic Plan","No",7,"VIET NAM",22,7.7,"M",72
"JZI","Airlines","Online","Basic Plan","No",14,"INDONESIA",22,7.7,"M",44
"JZI","Airlines","Online","Value Plan","No",34,"CHINA",92,32.2,"F",32
"C2B","Airlines","Online","Bronze Plan","No",16,"SINGAPORE",27,6.75,"F",34
"C2B","Airlines","Online","Bronze Plan","No",19,"SINGAPORE",0,12.94,"M",40
"C2B","Airlines","Online","Silver Plan","No",21,"SINGAPORE",62.25,15.56,"M",34
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",6,"MALAYSIA",29.7,17.82,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",4,"MALAYSIA",19.8,11.88,"",48
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",112,"AUSTRALIA",108.9,65.34,"",41
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",2,"SINGAPORE",9.9,5.94,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",66,"AUSTRALIA",69.3,41.58,"",31
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",16,"SINGAPORE",82,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",11,"INDIA",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",33,"CHINA",45,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",23,"THAILAND",62,0,"",50
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",202,"JAPAN",38,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",26,"VIET NAM",34,0,"",27
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",24,"PHILIPPINES",39,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",8,"TAIWAN, PROVINCE OF CHINA",70,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",30,"SINGAPORE",101,0,"",55
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",41,"JAPAN",65,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",18,"AUSTRALIA",91,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",13,"MYANMAR",45,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",31,"INDIA",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",274,"CANADA",74,0,"",30
"EPX","Travel Agency","Online","Cancellation Plan","No",82,"SWITZERLAND",69,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",51,"JAPAN",28,0,"",33
"EPX","Travel Agency","Online","Cancellation Plan","No",1,"MALAYSIA",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",41,"VIET NAM",12,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",99,"UNITED STATES",48,0,"",29
"EPX","Travel Agency","Online","Cancellation Plan","No",62,"AUSTRALIA",80,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",273,"CANADA",72,0,"",30
"EPX","Travel Agency","Online","Cancellation Plan","No",3,"UNITED KINGDOM",51,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",11,"MALAYSIA",12,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",10,"MALAYSIA",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",43,"NEPAL",24,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",117,"CZECH REPUBLIC",72,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",19,"SRI LANKA",21,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",31,"JAPAN",64,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",69,"FRANCE",57,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",4,"VIET NAM",16,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",118,"CANADA",80,0,"",43
"EPX","Travel Agency","Online","Cancellation Plan","No",71,"TAIWAN, PROVINCE OF CHINA",17,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",22,"MALAYSIA",16,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",66,"SINGAPORE",57,0,"",48
"EPX","Travel Agency","Online","Cancellation Plan","No",4,"CHINA",20,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",34,"INDIA",24,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",6,"VIET NAM",18,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",45,"AUSTRALIA",36,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",2,"SINGAPORE",10,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",24,"SINGAPORE",112,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",42,"UNITED STATES",20,0,"",21
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",13,"CHINA",48,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",70,"SINGAPORE",29,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",12,"KOREA, REPUBLIC OF",22,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",34,"PHILIPPINES",20,0,"",36
"JWT","Airlines","Online","Value Plan","No",14,"INDIA",39,15.6,"F",118
"KML","Travel Agency","Online","Premier Plan","No",104,"INDONESIA",38,14.44,"F",48
"RAB","Airlines","Online","Value Plan","No",27,"BRUNEI DARUSSALAM",15,6,"",28
"JZI","Airlines","Online","Basic Plan","No",103,"KOREA, REPUBLIC OF",35,12.25,"F",39
"JZI","Airlines","Online","Basic Plan","No",103,"KOREA, REPUBLIC OF",35,12.25,"F",26
"CSR","Travel Agency","Offline","Comprehensive Plan","No",151,"THAILAND",29,9.57,"F",35
"C2B","Airlines","Online","Silver Plan","No",5,"SINGAPORE",37,9.25,"F",50
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",9,"SOUTH AFRICA",59.4,35.64,"",59
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",118,"MALAYSIA",29.7,17.82,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",24,"THAILAND",29.7,17.82,"",58
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",159,"UNITED KINGDOM",148.5,89.1,"",26
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",159,"AUSTRALIA",108.9,65.34,"",43
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",16,"THAILAND",39.6,23.76,"",26
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",11,"NORWAY",19.8,11.88,"",28
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",97,"THAILAND",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",6,"VIET NAM",0,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",89,"AUSTRALIA",30,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",4,"INDONESIA",21,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",5,"INDONESIA",20,0,"",40
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",37,"UNITED STATES",0,0,"",44
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",61,"PHILIPPINES",20,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",2,"UNITED STATES",38,0,"",55
"EPX","Travel Agency","Online","Cancellation Plan","No",20,"UNITED STATES",80,0,"",39
"EPX","Travel Agency","Online","Cancellation Plan","No",14,"MALAYSIA",22,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",24,"INDONESIA",10,0,"",42
"EPX","Travel Agency","Online","Cancellation Plan","No",29,"THAILAND",12,0,"",30
"EPX","Travel Agency","Online","Cancellation Plan","No",24,"MALAYSIA",14,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",96,"THAILAND",0,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",107,"UNITED STATES",80,0,"",73
"EPX","Travel Agency","Online","Cancellation Plan","No",26,"THAILAND",23,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",15,"INDONESIA",10,0,"",45
"EPX","Travel Agency","Online","Cancellation Plan","No",47,"CAMBODIA",35,0,"",66
"EPX","Travel Agency","Online","Cancellation Plan","No",7,"KOREA, REPUBLIC OF",0,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",8,"MALAYSIA",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",230,"MALAYSIA",0,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",19,"INDONESIA",17,0,"",29
"EPX","Travel Agency","Online","Cancellation Plan","No",47,"AUSTRALIA",37,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",24,"CHINA",43,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",32,"THAILAND",21,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",11,"PHILIPPINES",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",20,"HONG KONG",30,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",4,"SINGAPORE",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",273,"CANADA",0,0,"",39
"EPX","Travel Agency","Online","Cancellation Plan","No",142,"ICELAND",0,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",7,"VIET NAM",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",9,"THAILAND",43,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",37,"THAILAND",23,0,"",24
"JWT","Airlines","Online","Value Plan","No",14,"INDIA",39,15.6,"M",118
"JWT","Airlines","Online","Value Plan","No",9,"INDIA",31,12.4,"M",118
"KML","Travel Agency","Online","Value Plan","No",99,"INDONESIA",33,12.54,"F",48
"KML","Travel Agency","Online","Premier Plan","No",26,"INDONESIA",38,14.44,"M",48
"JZI","Airlines","Online","Basic Plan","No",22,"HONG KONG",35,12.25,"F",49
"JZI","Airlines","Online","Basic Plan","No",11,"THAILAND",22,7.7,"M",63
"JZI","Airlines","Online","Basic Plan","No",13,"THAILAND",0,7.7,"M",47
"JZI","Airlines","Online","Basic Plan","No",132,"AUSTRALIA",40,14,"M",39
"JZI","Airlines","Online","Basic Plan","No",15,"MALAYSIA",18,6.3,"F",27
"JZI","Airlines","Online","Basic Plan","No",12,"VIET NAM",22,7.7,"F",31
"JZI","Airlines","Online","Basic Plan","No",75,"INDONESIA",18,6.3,"M",47
"JZI","Airlines","Online","Basic Plan","No",33,"TAIWAN, PROVINCE OF CHINA",40,14,"F",30
"C2B","Airlines","Online","Annual Silver Plan","No",366,"SINGAPORE",272.3,68.08,"F",25
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",7,"MALAYSIA",0,11.88,"",33
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",24,"UNITED STATES",79.2,47.52,"",27
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",60,"AUSTRALIA",29.7,17.82,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",37,"MALAYSIA",49.5,29.7,"",42
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",12,"AUSTRALIA",9.9,5.94,"",46
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",74,"AUSTRALIA",89.1,53.46,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",169,"ITALY",118.8,71.28,"",37
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",29,"CANADA",69.3,41.58,"",41
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",28,"AUSTRALIA",59.4,35.64,"",54
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",19,"THAILAND",29.7,17.82,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",5,"ESTONIA",29.7,17.82,"",25
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",26,"SINGAPORE",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",7,"MALAYSIA",31,0,"",33
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",10,"THAILAND",36,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",14,"CHINA",98,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",11,"INDONESIA",20,0,"",30
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",89,"AUSTRIA",55,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",35,"MALAYSIA",20,0,"",30
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",9,"THAILAND",23,0,"",46
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",46,"THAILAND",28,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",34,"CAMBODIA",27,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",73,"THAILAND",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",12,"UNITED STATES",112,0,"",34
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",91,"CHINA",34,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",268,"INDONESIA",20,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",51,"MALAYSIA",10,0,"",47
"EPX","Travel Agency","Online","Cancellation Plan","No",47,"SINGAPORE",10,0,"",32
"EPX","Travel Agency","Online","Cancellation Plan","No",10,"MALAYSIA",59,0,"",37
"EPX","Travel Agency","Online","Cancellation Plan","No",11,"THAILAND",13,0,"",41
"EPX","Travel Agency","Online","Cancellation Plan","No",180,"ITALY",77,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",3,"MALAYSIA",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",26,"IRELAND",60,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",19,"MALAYSIA",14,0,"",26
"EPX","Travel Agency","Online","Cancellation Plan","No",13,"THAILAND",21,0,"",28
"EPX","Travel Agency","Online","Cancellation Plan","No",13,"NEW ZEALAND",11,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",60,"UNITED STATES",0,0,"",30
"EPX","Travel Agency","Online","Cancellation Plan","No",20,"SINGAPORE",14,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",143,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",16,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",117,"FRANCE",80,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",33,"VIET NAM",10,0,"",71
"EPX","Travel Agency","Online","Cancellation Plan","No",10,"UNITED KINGDOM",26,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",1,"INDONESIA",20,0,"",46
"JWT","Airlines","Online","Value Plan","No",59,"INDIA",93,37.2,"M",118
"JWT","Airlines","Online","Value Plan","No",31,"INDIA",31,12.4,"F",118
"KML","Travel Agency","Online","Value Plan","No",28,"INDONESIA",22,8.36,"F",48
"RAB","Airlines","Online","Value Plan","No",5,"BRUNEI DARUSSALAM",15,6,"",45
"SSI","Airlines","Online","Ticket Protector","No",30,"SINGAPORE",2.47,0.69,"",48
"SSI","Airlines","Online","Ticket Protector","No",19,"SINGAPORE",7.35,2.06,"",48
"JZI","Airlines","Online","Basic Plan","No",11,"VIET NAM",18,6.3,"M",46
"JZI","Airlines","Online","Basic Plan","No",16,"MALAYSIA",18,6.3,"F",35
"JZI","Airlines","Online","Basic Plan","No",97,"PHILIPPINES",42,14.7,"F",52
"JZI","Airlines","Online","Basic Plan","No",38,"THAILAND",18,6.3,"M",58
"JZI","Airlines","Online","Basic Plan","No",15,"THAILAND",30,10.5,"M",33
"JZI","Airlines","Online","Basic Plan","No",6,"INDONESIA",18,6.3,"M",38
